run_id,timestamp_utc,phase,script,argv,out_dir,manifest,git_sha,git_dirty,headline_metric,headline_value,notes
gate_study_20260921_114908,2026-09-21T11:51:34.672020+00:00,P5-gate-study,17_gate_study.py,experiments/17_gate_study.py --tag general,results\gate_study_general,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\gate_study_general\manifest_gate_study_20260921_114908.json,84184422602ea116ee42c9be2881b70dec2dc027,True,dev_deployable_oof_auc,0.6666,
M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated_20260921_121654,2026-09-21T12:22:51.515505+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind --gating-model results/gate_study_general/gate_model.joblib --gating-threshold 0.3,results\M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated\manifest_M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated_20260921_121654.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.00876,details=M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated_20260921_122248_details.json
M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated_20260921_121654,2026-09-21T12:24:03.769286+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind --split eval --gating-model results/gate_study_general/gate_model.joblib --gating-threshold 0.3,results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated\manifest_M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated_20260921_121654.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.00135,details=M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated_20260921_122402_details.json
M4_intersection_eval_conditioned_continuous_gated_20260921_125111,2026-09-21T12:57:22.396239+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split eval --gating-model results/gate_study_general/gate_model.joblib --gating-threshold 0.3,results\M4_intersection_eval_conditioned_continuous_gated,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_eval_conditioned_continuous_gated\manifest_M4_intersection_eval_conditioned_continuous_gated_20260921_125111.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.0164,details=M4_intersection_eval_conditioned_continuous_gated_20260921_125720_details.json
M4_intersection_dev_conditioned_continuous_gated_20260921_125055,2026-09-21T12:57:48.402173+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --gating-model results/gate_study_general/gate_model.joblib --gating-threshold 0.3,results\M4_intersection_dev_conditioned_continuous_gated,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous_gated\manifest_M4_intersection_dev_conditioned_continuous_gated_20260921_125055.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.03199,details=M4_intersection_dev_conditioned_continuous_gated_20260921_125747_details.json
rescore_20260921_125933,2026-09-21T15:38:57.237851+00:00,P1.2-rescore,08_rescore.py,experiments/08_rescore.py --runs *_gated --force,results\rescored,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\rescored\manifest_rescore_20260921_125933.json,84184422602ea116ee42c9be2881b70dec2dc027,True,n_runs,4,
baseline_dev_conditioned_continuous_regime_smoke_20260922_092354,2026-09-22T09:24:01.508821+00:00,smoke,04_evaluate.py,experiments/04_evaluate.py --method baseline --limit 3 --tag regime_smoke,results\baseline_dev_conditioned_continuous_regime_smoke,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\baseline_dev_conditioned_continuous_regime_smoke\manifest_baseline_dev_conditioned_continuous_regime_smoke_20260922_092354.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.0,details=baseline_dev_conditioned_continuous_regime_smoke_20260922_092400_details.json
baseline_dev_conditioned_continuous_20260922_094519,2026-09-22T10:10:43.088577+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method baseline --split dev,results\baseline_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\baseline_dev_conditioned_continuous\manifest_baseline_dev_conditioned_continuous_20260922_094519.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.0,details=baseline_dev_conditioned_continuous_20260922_101037_details.json
M4_intersection_dev_conditioned_continuous_20260922_094520,2026-09-22T10:11:07.475148+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split dev,results\M4_intersection_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous\manifest_M4_intersection_dev_conditioned_continuous_20260922_094520.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.03225,details=M4_intersection_dev_conditioned_continuous_20260922_101102_details.json
M2_team_dev_conditioned_continuous_20260922_094519,2026-09-22T10:13:26.735882+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --split dev,results\M2_team_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_dev_conditioned_continuous\manifest_M2_team_dev_conditioned_continuous_20260922_094519.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.02201,details=M2_team_dev_conditioned_continuous_20260922_101321_details.json
M1_global_dev_conditioned_binary_20260922_101851,2026-09-22T10:48:37.868726+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M1_global --split dev --agg-mode binary,results\M1_global_dev_conditioned_binary,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M1_global_dev_conditioned_binary\manifest_M1_global_dev_conditioned_binary_20260922_101851.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.02246,details=M1_global_dev_conditioned_binary_20260922_104832_details.json
M1_global_dev_conditioned_continuous_20260922_101818,2026-09-22T10:49:06.302289+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M1_global --split dev,results\M1_global_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M1_global_dev_conditioned_continuous\manifest_M1_global_dev_conditioned_continuous_20260922_101818.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.02763,details=M1_global_dev_conditioned_continuous_20260922_104901_details.json
M1_global_dev_blind_continuous_20260922_101827,2026-09-22T10:49:12.204287+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M1_global --split dev --feedback-protocol blind,results\M1_global_dev_blind_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M1_global_dev_blind_continuous\manifest_M1_global_dev_blind_continuous_20260922_101827.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.03615,details=M1_global_dev_blind_continuous_20260922_104907_details.json
M3_class_dev_conditioned_continuous_20260922_105000,2026-09-22T11:13:37.212796+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M3_class --split dev,results\M3_class_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M3_class_dev_conditioned_continuous\manifest_M3_class_dev_conditioned_continuous_20260922_105000.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.02652,details=M3_class_dev_conditioned_continuous_20260922_111332_details.json
M2_team_dev_conditioned_continuous_20260922_112326,2026-09-22T11:52:38.919442+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --split dev,results\M2_team_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_dev_conditioned_continuous\manifest_M2_team_dev_conditioned_continuous_20260922_112326.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.02201,details=M2_team_dev_conditioned_continuous_20260922_115232_details.json
M1_global_dev_conditioned_continuous_20260922_112325,2026-09-22T11:52:44.970986+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M1_global --split dev,results\M1_global_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M1_global_dev_conditioned_continuous\manifest_M1_global_dev_conditioned_continuous_20260922_112325.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.02779,details=M1_global_dev_conditioned_continuous_20260922_115238_details.json
M1_global_dev_conditioned_binary_20260922_112326,2026-09-22T11:52:52.804062+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M1_global --split dev --agg-mode binary,results\M1_global_dev_conditioned_binary,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M1_global_dev_conditioned_binary\manifest_M1_global_dev_conditioned_binary_20260922_112326.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.02246,details=M1_global_dev_conditioned_binary_20260922_115248_details.json
M1_global_dev_blind_continuous_20260922_112326,2026-09-22T11:52:58.622685+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M1_global --split dev --feedback-protocol blind,results\M1_global_dev_blind_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M1_global_dev_blind_continuous\manifest_M1_global_dev_blind_continuous_20260922_112326.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.03615,details=M1_global_dev_blind_continuous_20260922_115253_details.json
M3_class_dev_conditioned_continuous_20260922_120001,2026-09-22T12:20:10.278831+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M3_class --split dev,results\M3_class_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M3_class_dev_conditioned_continuous\manifest_M3_class_dev_conditioned_continuous_20260922_120001.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.02652,details=M3_class_dev_conditioned_continuous_20260922_122005_details.json
M4_intersection_dev_conditioned_continuous_20260922_120025,2026-09-22T12:20:38.138092+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split dev,results\M4_intersection_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous\manifest_M4_intersection_dev_conditioned_continuous_20260922_120025.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.03216,details=M4_intersection_dev_conditioned_continuous_20260922_122034_details.json
gate_study_20260922_131843,2026-09-22T13:26:52.317894+00:00,P5-gate-study,17_gate_study.py,experiments/17_gate_study.py --tag general,results\gate_study_general,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\gate_study_general\manifest_gate_study_20260922_131843.json,84184422602ea116ee42c9be2881b70dec2dc027,True,dev_deployable_oof_auc,0.6984,
retriever_ladder_20260922_134121,2026-09-22T13:42:46.612241+00:00,P2-ladder,11_retriever_ladder.py,experiments/11_retriever_ladder.py --split dev --retrievers dense_minilm --routings M1_global M2_team M3_class M4_intersection M5_backoff --tag liftablation,results\retriever_ladder_liftablation,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\retriever_ladder_liftablation\manifest_retriever_ladder_20260922_134121.json,84184422602ea116ee42c9be2881b70dec2dc027,True,n_cells,100,
retriever_ladder_20260922_134538,2026-09-22T13:47:00.960795+00:00,P2-ladder,11_retriever_ladder.py,experiments/11_retriever_ladder.py --split dev --retrievers dense_minilm --routings M1_global M2_team M3_class M4_intersection M5_backoff --feedback-protocol blind --tag liftablation_blind,results\retriever_ladder_liftablation_blind,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\retriever_ladder_liftablation_blind\manifest_retriever_ladder_20260922_134538.json,84184422602ea116ee42c9be2881b70dec2dc027,True,n_cells,100,
rescore_20260922_093001,2026-09-22T14:28:32.361237+00:00,P1.2-rescore,08_rescore.py,experiments/08_rescore.py --runs *_gated M2_team_eval_conditioned_continuous M4_intersection_eval_conditioned_continuous M2_team_eval_blind_continuous M4_intersection_eval_blind_continuous M5_backoff_eval_*,results\rescored,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\rescored\manifest_rescore_20260922_093001.json,84184422602ea116ee42c9be2881b70dec2dc027,True,n_runs,11,
M4_intersection_dev_conditioned_continuous_20260922_143941,2026-09-22T14:43:35.841302+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split dev,results\M4_intersection_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous\manifest_M4_intersection_dev_conditioned_continuous_20260922_143941.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.03144,details=M4_intersection_dev_conditioned_continuous_20260922_144334_details.json
magnitude_policy_20260922_144718,2026-09-22T14:47:47.887371+00:00,P6-magnitude-policy,18_magnitude_policy.py,experiments/18_magnitude_policy.py,results\magnitude_policy,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\magnitude_policy\manifest_magnitude_policy_20260922_144718.json,84184422602ea116ee42c9be2881b70dec2dc027,True,gbr_oof_spearman,0.1739,
M4_intersection_dev_conditioned_continuous_20260922_145110,2026-09-22T14:54:40.193748+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split dev,results\M4_intersection_dev_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous\manifest_M4_intersection_dev_conditioned_continuous_20260922_145110.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.03144,details=M4_intersection_dev_conditioned_continuous_20260922_145439_details.json
answer_judge_20260922_144733,2026-09-22T14:57:43.152510+00:00,P1.3-answer-judge,09_llm_judge_pairwise.py,experiments/09_llm_judge_pairwise.py --judge-model anthropic/claude-sonnet-5 --runs M4_intersection_eval_conditioned_continuous M2_team_eval_conditioned_continuous M4_intersection_eval_conditioned_continuous_gated M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2,results\answer_judge,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\answer_judge\manifest_answer_judge_20260922_144733.json,84184422602ea116ee42c9be2881b70dec2dc027,True,net_win_rate,"{""M2_team_eval_conditioned_continuous"": 0.17708333333333334, ""M4_intersection_eval_conditioned_continuous"": 0.3068181818181818, ""M4_intersection_eval_conditioned_continuous_gated"": 0.3058823529411765, ""M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2"": 0.029411764705882353, ""M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gated"": -0.047619047619047616}",
gate_study_20260922_145517,2026-09-22T14:57:45.480545+00:00,P5-gate-study,17_gate_study.py,experiments/17_gate_study.py --tag general,results\gate_study_general,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\gate_study_general\manifest_gate_study_20260922_145517.json,84184422602ea116ee42c9be2881b70dec2dc027,True,dev_deployable_oof_auc,0.6993,
magnitude_policy_20260922_145812,2026-09-22T14:58:44.936255+00:00,P6-magnitude-policy,18_magnitude_policy.py,experiments/18_magnitude_policy.py,results\magnitude_policy,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\magnitude_policy\manifest_magnitude_policy_20260922_145812.json,84184422602ea116ee42c9be2881b70dec2dc027,True,gbr_oof_spearman,0.1458,
M2_team_dev_conditioned_continuous_seed123_20260922_151156,2026-09-22T15:34:48.124497+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --seed 123,results\M2_team_dev_conditioned_continuous_seed123,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_dev_conditioned_continuous_seed123\manifest_M2_team_dev_conditioned_continuous_seed123_20260922_151156.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.00624,details=M2_team_dev_conditioned_continuous_seed123_20260922_153442_details.json
M2_team_dev_conditioned_continuous_seed456_20260922_151223,2026-09-22T15:35:45.082423+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --seed 456,results\M2_team_dev_conditioned_continuous_seed456,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_dev_conditioned_continuous_seed456\manifest_M2_team_dev_conditioned_continuous_seed456_20260922_151223.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.00063,details=M2_team_dev_conditioned_continuous_seed456_20260922_153541_details.json
M4_intersection_dev_conditioned_continuous_seed123_20260922_151413,2026-09-22T15:38:01.930429+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --seed 123,results\M4_intersection_dev_conditioned_continuous_seed123,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous_seed123\manifest_M4_intersection_dev_conditioned_continuous_seed123_20260922_151413.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.01541,details=M4_intersection_dev_conditioned_continuous_seed123_20260922_153758_details.json
M4_intersection_dev_conditioned_continuous_seed456_20260922_151450,2026-09-22T15:38:40.528049+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --seed 456,results\M4_intersection_dev_conditioned_continuous_seed456,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous_seed456\manifest_M4_intersection_dev_conditioned_continuous_seed456_20260922_151450.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.01256,details=M4_intersection_dev_conditioned_continuous_seed456_20260922_153837_details.json
M4_intersection_eval_conditioned_continuous_disjoint_20260922_155249,2026-09-22T16:12:20.347678+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split eval --regime disjoint,results\M4_intersection_eval_conditioned_continuous_disjoint,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_eval_conditioned_continuous_disjoint\manifest_M4_intersection_eval_conditioned_continuous_disjoint_20260922_155249.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.01538,details=M4_intersection_eval_conditioned_continuous_disjoint_20260922_161214_details.json
M2_team_eval_conditioned_continuous_disjoint_20260922_155243,2026-09-22T16:12:47.857183+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --split eval --regime disjoint,results\M2_team_eval_conditioned_continuous_disjoint,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_eval_conditioned_continuous_disjoint\manifest_M2_team_eval_conditioned_continuous_disjoint_20260922_155243.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.01037,details=M2_team_eval_conditioned_continuous_disjoint_20260922_161244_details.json
M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash_20260922_161855,2026-09-22T17:03:25.248827+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind --generator-model google/gemini-3.8-flash --split eval,results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash\manifest_M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash_20260922_161855.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.00656,details=M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash_20260922_170320_details.json
M4_intersection_eval_conditioned_continuous_gengemini38flash_20260922_161814,2026-09-22T17:03:27.282870+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --generator-model google/gemini-3.8-flash --split eval,results\M4_intersection_eval_conditioned_continuous_gengemini38flash,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_eval_conditioned_continuous_gengemini38flash\manifest_M4_intersection_eval_conditioned_continuous_gengemini38flash_20260922_161814.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.03789,details=M4_intersection_eval_conditioned_continuous_gengemini38flash_20260922_170322_details.json
M2_team_eval_conditioned_continuous_gengemini38flash_20260922_161734,2026-09-22T17:03:32.105662+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --generator-model google/gemini-3.8-flash --split eval,results\M2_team_eval_conditioned_continuous_gengemini38flash,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_eval_conditioned_continuous_gengemini38flash\manifest_M2_team_eval_conditioned_continuous_gengemini38flash_20260922_161734.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.02703,details=M2_team_eval_conditioned_continuous_gengemini38flash_20260922_170327_details.json
M2_team_dev_conditioned_continuous_seed123_20260922_172341,2026-09-22T17:32:34.629623+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --seed 123,results\M2_team_dev_conditioned_continuous_seed123,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_dev_conditioned_continuous_seed123\manifest_M2_team_dev_conditioned_continuous_seed123_20260922_172341.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.00626,details=M2_team_dev_conditioned_continuous_seed123_20260922_173230_details.json
M2_team_dev_conditioned_continuous_seed456_20260922_173444,2026-09-22T17:43:09.377702+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --seed 456,results\M2_team_dev_conditioned_continuous_seed456,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_dev_conditioned_continuous_seed456\manifest_M2_team_dev_conditioned_continuous_seed456_20260922_173444.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,-0.00063,details=M2_team_dev_conditioned_continuous_seed456_20260922_174305_details.json
M4_intersection_dev_conditioned_continuous_seed123_20260922_174513,2026-09-22T17:53:35.323413+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --seed 123,results\M4_intersection_dev_conditioned_continuous_seed123,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous_seed123\manifest_M4_intersection_dev_conditioned_continuous_seed123_20260922_174513.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.01541,details=M4_intersection_dev_conditioned_continuous_seed123_20260922_175332_details.json
M4_intersection_dev_conditioned_continuous_seed456_20260922_175531,2026-09-22T18:04:32.738478+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --seed 456,results\M4_intersection_dev_conditioned_continuous_seed456,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous_seed456\manifest_M4_intersection_dev_conditioned_continuous_seed456_20260922_175531.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.01256,details=M4_intersection_dev_conditioned_continuous_seed456_20260922_180429_details.json
M2_team_eval_conditioned_continuous_disjoint_20260922_180701,2026-09-22T18:17:40.389565+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --split eval --regime disjoint,results\M2_team_eval_conditioned_continuous_disjoint,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_eval_conditioned_continuous_disjoint\manifest_M2_team_eval_conditioned_continuous_disjoint_20260922_180701.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.01031,details=M2_team_eval_conditioned_continuous_disjoint_20260922_181736_details.json
M4_intersection_eval_conditioned_continuous_disjoint_20260922_182512,2026-09-22T18:35:47.858667+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split eval --regime disjoint,results\M4_intersection_eval_conditioned_continuous_disjoint,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_eval_conditioned_continuous_disjoint\manifest_M4_intersection_eval_conditioned_continuous_disjoint_20260922_182512.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.01517,details=M4_intersection_eval_conditioned_continuous_disjoint_20260922_183544_details.json
M2_team_eval_conditioned_continuous_gengemini38flash_20260922_183820,2026-09-22T18:49:27.868837+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --generator-model google/gemini-3.8-flash --split eval,results\M2_team_eval_conditioned_continuous_gengemini38flash,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_eval_conditioned_continuous_gengemini38flash\manifest_M2_team_eval_conditioned_continuous_gengemini38flash_20260922_183820.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.029,details=M2_team_eval_conditioned_continuous_gengemini38flash_20260922_184924_details.json
M4_intersection_eval_conditioned_continuous_gengemini38flash_20260922_185142,2026-09-22T19:03:26.605183+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --generator-model google/gemini-3.8-flash --split eval,results\M4_intersection_eval_conditioned_continuous_gengemini38flash,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_eval_conditioned_continuous_gengemini38flash\manifest_M4_intersection_eval_conditioned_continuous_gengemini38flash_20260922_185142.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.04029,details=M4_intersection_eval_conditioned_continuous_gengemini38flash_20260922_190322_details.json
M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash_20260922_190558,2026-09-22T19:17:19.525717+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind --generator-model google/gemini-3.8-flash --split eval,results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash\manifest_M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash_20260922_190558.json,84184422602ea116ee42c9be2881b70dec2dc027,True,mean_delta_cosine,0.00731,details=M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_gengemini38flash_20260922_191715_details.json
